RegionCode,RegionName,CountryCode,CountryName,Year,SuicideCount,DeathRatePer100K
AS,Asia,GEO,Georgia,2009,5,506842372
AS,Asia,GEO,Georgia,2009,3,255427842
AS,Asia,GEO,Georgia,2009,6,755191945
AS,Asia,GEO,Georgia,2009,1,169204738
AS,Asia,GEO,Georgia,2009,3,879765396
AS,Asia,GEO,Georgia,2009,6,618556701
AS,Asia,GEO,Georgia,2009,5,1610305958
AS,Asia,GEO,Georgia,2009,7,1404212638
AS,Asia,GEO,Georgia,2009,11,1399491094
AS,Asia,GEO,Georgia,2009,11,1614086574
AS,Asia,GEO,Georgia,2009,5,619962802
AS,Asia,GEO,Georgia,2009,9,778210117
AS,Asia,GEO,Georgia,2009,9,65885798
AS,Asia,GEO,Georgia,2009,12,769971126
AS,Asia,GEO,Georgia,2009,17,1214719543
AS,Asia,GEO,Georgia,2009,10,681431005
AS,Asia,GEO,Georgia,2009,12,774693351
AS,Asia,GEO,Georgia,2009,12,70754717
AS,Asia,GEO,Georgia,2009,16,873362445
AS,Asia,GEO,Georgia,2009,4,225606317
AS,Asia,GEO,Georgia,2009,3,21141649
AS,Asia,GEO,Georgia,2009,0,0
AS,Asia,GEO,Georgia,2007,0,0
AS,Asia,GEO,Georgia,2007,0,0
AS,Asia,GEO,Georgia,2007,0,0
AS,Asia,GEO,Georgia,2007,0,0
AS,Asia,GEO,Georgia,2007,2,107037731
AS,Asia,GEO,Georgia,2007,5,276166805
AS,Asia,GEO,Georgia,2007,4,243828101
AS,Asia,GEO,Georgia,2007,10,659413122
AS,Asia,GEO,Georgia,2007,6,416522041
AS,Asia,GEO,Georgia,2007,9,613496933
AS,Asia,GEO,Georgia,2007,6,388726919
AS,Asia,GEO,Georgia,2007,8,621118012
AS,Asia,GEO,Georgia,2007,8,730260155
AS,Asia,GEO,Georgia,2007,3,470588235
AS,Asia,GEO,Georgia,2007,7,762527233
AS,Asia,GEO,Georgia,2007,6,832177531
AS,Asia,GEO,Georgia,2007,6,1153846154
AS,Asia,GEO,Georgia,2007,4,1687763713
AS,Asia,GEO,Georgia,2007,0,0
AS,Asia,GEO,Georgia,2007,0,0
AS,Asia,GEO,Georgia,2007,0,0
AS,Asia,GEO,Georgia,2007,0,0
AS,Asia,GEO,Georgia,2007,0,0
AS,Asia,GEO,Georgia,2007,1,55066079
AS,Asia,GEO,Georgia,2007,0,0
AS,Asia,GEO,Georgia,2007,1,60459492
AS,Asia,GEO,Georgia,2007,0,0
AS,Asia,GEO,Georgia,2007,4,256657042
AS,Asia,GEO,Georgia,2007,2,120084059
AS,Asia,GEO,Georgia,2007,0,0
AS,Asia,GEO,Georgia,2007,1,66006601
AS,Asia,GEO,Georgia,2007,0,0
AS,Asia,GEO,Georgia,2007,2,248911014
AS,Asia,GEO,Georgia,2007,2,153022188
AS,Asia,GEO,Georgia,2007,2,192122959
AS,Asia,GEO,Georgia,2007,3,35971223
AS,Asia,GEO,Georgia,2007,0,0
AS,Asia,GEO,Georgia,2007,2,704225352
AS,Asia,GEO,Georgia,2006,0,0
AS,Asia,GEO,Georgia,2006,0,0
AS,Asia,GEO,Georgia,2006,0,0
AS,Asia,GEO,Georgia,2006,1,6234414
AS,Asia,GEO,Georgia,2006,1,53361793
AS,Asia,GEO,Georgia,2006,6,335289187
AS,Asia,GEO,Georgia,2006,9,556242274
AS,Asia,GEO,Georgia,2006,4,264026403
AS,Asia,GEO,Georgia,2006,4,279232112
AS,Asia,GEO,Georgia,2006,5,32776139
AS,Asia,GEO,Georgia,2006,5,329489292
AS,Asia,GEO,Georgia,2006,4,315208826
AS,Asia,GEO,Georgia,2006,7,668257757
AS,Asia,GEO,Georgia,2006,2,316455696
AS,Asia,GEO,Georgia,2006,3,306591722
AS,Asia,GEO,Georgia,2006,4,577617329
AS,Asia,GEO,Georgia,2006,4,775193798
AS,Asia,GEO,Georgia,2006,0,0
AS,Asia,GEO,Georgia,2006,0,0
AS,Asia,GEO,Georgia,2006,0,0
AS,Asia,GEO,Georgia,2006,0,0
AS,Asia,GEO,Georgia,2006,0,0
AS,Asia,GEO,Georgia,2006,1,65466448
AS,Asia,GEO,Georgia,2006,1,54869685
AS,Asia,GEO,Georgia,2006,0,0
AS,Asia,GEO,Georgia,2006,1,60734892
AS,Asia,GEO,Georgia,2006,2,125628141
AS,Asia,GEO,Georgia,2006,0,0
AS,Asia,GEO,Georgia,2006,0,0
AS,Asia,GEO,Georgia,2006,0,0
AS,Asia,GEO,Georgia,2006,1,67181727
AS,Asia,GEO,Georgia,2006,0,0
AS,Asia,GEO,Georgia,2006,0,0
AS,Asia,GEO,Georgia,2006,1,72833212
AS,Asia,GEO,Georgia,2006,4,405885337
AS,Asia,GEO,Georgia,2006,2,239091452
AS,Asia,GEO,Georgia,2006,0,0
AS,Asia,GEO,Georgia,2006,0,0
AS,Asia,GEO,Georgia,2005,0,0
AS,Asia,GEO,Georgia,2005,0,0
AS,Asia,GEO,Georgia,2005,0,0
AS,Asia,GEO,Georgia,2005,2,118623962
